proper_time,time,nodes,dofs,levels,alpha,mass
6.692811832859148,14.840068578720093,972,805,24,0.5724882274804799,5.104166666666667
6.692814562695783,14.840073347091675,972,805,24,0.5724882451122515,5.104166666666667
6.692817292532501,14.840078115463257,972,805,24,0.5724882627447357,5.104166666666667
6.692820022369304,14.840082883834839,972,805,24,0.5724882803779326,5.104166666666667
6.692822752206191,14.840087652206421,972,805,24,0.5724882980118475,5.104166666666667
6.692825482043163,14.840092420578003,972,805,24,0.5724883156464746,5.104166666666667
6.692828211880218,14.840097188949585,972,805,24,0.5724883332818135,5.104166666666667
6.692830941717357,14.840101957321167,972,805,24,0.5724883509178651,5.104166666666667
6.692833671554581,14.840106725692749,972,805,24,0.5724883685546338,5.104166666666667
6.692836401391889,14.840111494064331,972,805,24,0.5724883861921116,5.104166666666667
6.692839131229281,14.840116262435913,972,805,24,0.5724884038303037,5.104166666666667
6.692841861066757,14.840121030807495,978,811,24,0.5724884214692137,5.104166666666667
6.692844590904317,14.840125799179077,978,811,24,0.5724884391088287,5.104166666666667
6.6928473207419605,14.84013056755066,978,811,24,0.5724884567491637,5.104166666666667
6.692850050579688,14.840135335922241,978,811,24,0.5724884743902092,5.104166666666667
6.692852780417501,14.840140104293823,978,811,24,0.5724884920319694,5.104166666666667
6.692855510255397,14.840144872665405,978,811,24,0.5724885096744433,5.104166666666667
6.692858240093377,14.840149641036987,978,811,24,0.572488527317632,5.104166666666667
6.692860969931441,14.84015440940857,978,811,24,0.5724885449615305,5.104166666666667
6.692863699769591,14.840159177780151,978,811,24,0.5724885626061454,5.104166666666667
6.6928664296078235,14.840163946151733,978,811,24,0.5724885802514718,5.104166666666667
6.692869159446141,14.840168714523315,978,811,24,0.572488597897515,5.104166666666667
6.692871889284541,14.840173482894897,978,811,24,0.5724886155442698,5.104166666666667
6.692874619123027,14.84017825126648,978,811,24,0.5724886331917359,5.104166666666667
6.692877348961597,14.840183019638062,978,811,24,0.5724886508399137,5.104166666666667
6.6928800788002505,14.840187788009644,978,811,24,0.5724886684888087,5.104166666666667
6.692882808638988,14.840192556381226,978,811,24,0.5724886861384209,5.104166666666667
6.69288553847781,14.840197324752808,978,811,24,0.5724887037887437,5.104166666666667
6.692888268316716,14.84020209312439,978,811,24,0.5724887214397748,5.104166666666667
6.692890998155706,14.840206861495972,978,811,24,0.5724887390915196,5.104166666666667
6.692893727994781,14.840211629867554,978,811,24,0.5724887567439829,5.104166666666667
6.692896457833939,14.840216398239136,990,823,24,0.5724887743971675,5.104166666666667
6.692899187673182,14.840221166610718,990,823,24,0.5724887920510622,5.104166666666667
6.692901917512509,14.8402259349823,990,823,24,0.5724888097056516,5.104166666666667
6.69290464735192,14.840230703353882,990,823,24,0.5724888273609531,5.104166666666667
6.692907377191416,14.840235471725464,990,823,24,0.5724888450169928,5.104166666666667
6.692910107030995,14.840240240097046,990,823,24,0.5724888626737586,5.104166666666667
6.692912836870659,14.840245008468628,990,823,24,0.5724888803312168,5.104166666666667
